time bd_pulse
1.923166270000000226e-09 -2.889999999999999719e-48
1.927083105000000005e-09 -1.639999999999999751e-48
1.930999940999999935e-09 -9.189999999999999376e-49
1.934916775999999714e-09 -5.109999999999999772e-49
1.938833611999999644e-09 -2.820000000000000128e-49
1.942750447999999986e-09 -1.539999999999999739e-49
1.946667283000000180e-09 -8.349999999999999915e-50
1.950584119000000109e-09 -4.470000000000000717e-50
1.954500953999999889e-09 -2.369999999999999692e-50
1.958417789999999818e-09 -1.240000000000000128e-50
1.962334625000000012e-09 -6.410000000000000553e-51
1.966251460999999941e-09 -3.259999999999999491e-51
1.970168296999999870e-09 -1.629999999999999745e-51
1.974085132000000063e-09 -7.970000000000000031e-52
1.978001967999999992e-09 -3.790000000000000563e-52
1.981918803000000186e-09 -1.739999999999999880e-52
1.985835639000000115e-09 -7.580000000000000941e-53
1.989752475000000044e-09 -3.040000000000000186e-53
1.993669309999999824e-09 -1.039999999999999777e-53
1.997586145999999753e-09 -2.169999999999999794e-54
2.001502980999999947e-09 7.389999999999999074e-55
2.005419816999999876e-09 1.449999999999999784e-54
2.009336652000000069e-09 1.359999999999999891e-54
2.013253487999999999e-09 1.040000000000000096e-54
2.017170323999999928e-09 7.279999999999999366e-55
2.021087158999999708e-09 4.799999999999999829e-55
2.025003995000000050e-09 3.040000000000000157e-55
2.028920830000000244e-09 1.870000000000000104e-55
2.032837665999999759e-09 1.129999999999999880e-55
2.036754502000000102e-09 6.650000000000000118e-56
2.040671336999999882e-09 3.860000000000000276e-56
2.044588173000000225e-09 2.220000000000000220e-56
2.048505008000000418e-09 1.249999999999999993e-56
2.052421843999999934e-09 7.029999999999998960e-57
2.056338679000000127e-09 3.889999999999999976e-57
2.060255515000000056e-09 2.140000000000000020e-57
2.064172350999999985e-09 1.159999999999999676e-57
2.068089185999999765e-09 6.259999999999999489e-58
2.072006022000000108e-09 3.339999999999999343e-58
2.075922856999999474e-09 1.769999999999999497e-58
2.079839693000000231e-09 9.279999999999999814e-59
2.083756528000000424e-09 4.820000000000000018e-59
2.087673363999999940e-09 2.479999999999999905e-59
2.091590199999999869e-09 1.260000000000000112e-59
2.095507034999999649e-09 6.379999999999999872e-60
2.099423870999999992e-09 3.179999999999999746e-60
2.103340706000000185e-09 1.559999999999999854e-60
2.107257541999999701e-09 7.589999999999998590e-61
2.111174378000000457e-09 3.620000000000000799e-61
2.115091212999999823e-09 1.699999999999999894e-61
2.119008049000000166e-09 7.750000000000000738e-62
2.122924883999999946e-09 3.429999999999999566e-62
2.126841719999999875e-09 1.449999999999999928e-62
2.130758555000000069e-09 5.769999999999998294e-63
2.134675390999999998e-09 2.039999999999999936e-63
2.138592226999999927e-09 5.550000000000000322e-64
2.142509061999999707e-09 2.349999999999999640e-65
2.146425898000000049e-09 -1.249999999999999914e-64
2.150342732999999829e-09 -1.349999999999999928e-64
2.154259569000000172e-09 -1.049999999999999888e-64
2.158176404000000366e-09 -7.209999999999998621e-65
2.162093239999999881e-09 -4.609999999999999791e-65
2.166010076000000224e-09 -2.809999999999999466e-65
2.169926911000000004e-09 -1.659999999999999691e-65
2.173843746999999933e-09 -9.539999999999998563e-66
2.177760581999999713e-09 -5.379999999999998747e-66
2.181677418000000056e-09 -2.979999999999999543e-66
2.185594253999999985e-09 -1.629999999999999826e-66
2.189511089000000178e-09 -8.779999999999997137e-67
2.193427925000000107e-09 -4.679999999999999397e-67
2.197344759999999887e-09 -2.469999999999999627e-67
2.201261596000000230e-09 -1.289999999999999783e-67
2.205178430999999596e-09 -6.649999999999999629e-68
2.209095266999999939e-09 -3.409999999999999520e-68
