time bd_pulse
0.000000000000000000e+00 0.000000000000000000e+00
2.000400080016003324e-12 0.000000000000000000e+00
4.000800160032006648e-12 0.000000000000000000e+00
6.001200240048009971e-12 0.000000000000000000e+00
8.001600320064013295e-12 0.000000000000000000e+00
1.000200040008001581e-11 0.000000000000000000e+00
1.200240048009601994e-11 0.000000000000000000e+00
1.400280056011202407e-11 0.000000000000000000e+00
1.600320064012802659e-11 0.000000000000000000e+00
1.800360072014402911e-11 0.000000000000000000e+00
2.000400080016003162e-11 0.000000000000000000e+00
2.200440088017603737e-11 0.000000000000000000e+00
2.400480096019203989e-11 0.000000000000000000e+00
2.600520104020804240e-11 0.000000000000000000e+00
2.800560112022404815e-11 0.000000000000000000e+00
3.000600120024005066e-11 0.000000000000000000e+00
3.200640128025605318e-11 0.000000000000000000e+00
3.400680136027205570e-11 0.000000000000000000e+00
3.600720144028805821e-11 0.000000000000000000e+00
3.800760152030406073e-11 0.000000000000000000e+00
4.000800160032006324e-11 0.000000000000000000e+00
4.200840168033607222e-11 0.000000000000000000e+00
4.400880176035207474e-11 0.000000000000000000e+00
4.600920184036807725e-11 0.000000000000000000e+00
4.800960192038407977e-11 0.000000000000000000e+00
5.001000200040008229e-11 0.000000000000000000e+00
5.201040208041608480e-11 0.000000000000000000e+00
5.401080216043208732e-11 0.000000000000000000e+00
5.601120224044809630e-11 0.000000000000000000e+00
5.801160232046409881e-11 0.000000000000000000e+00
6.001200240048010133e-11 0.000000000000000000e+00
6.201240248049610384e-11 0.000000000000000000e+00
6.401280256051210636e-11 0.000000000000000000e+00
6.601320264052810888e-11 0.000000000000000000e+00
6.801360272054411139e-11 0.000000000000000000e+00
7.001400280056011391e-11 0.000000000000000000e+00
7.201440288057611642e-11 0.000000000000000000e+00
7.401480296059211894e-11 0.000000000000000000e+00
7.601520304060812146e-11 0.000000000000000000e+00
7.801560312062412397e-11 0.000000000000000000e+00
8.001600320064012649e-11 0.000000000000000000e+00
8.201640328065614193e-11 0.000000000000000000e+00
8.401680336067214445e-11 0.000000000000000000e+00
8.601720344068814696e-11 0.000000000000000000e+00
8.801760352070414948e-11 0.000000000000000000e+00
9.001800360072015199e-11 0.000000000000000000e+00
9.201840368073615451e-11 0.000000000000000000e+00
9.401880376075215703e-11 0.000000000000000000e+00
9.601920384076815954e-11 0.000000000000000000e+00
9.801960392078416206e-11 0.000000000000000000e+00
1.000200040008001646e-10 0.000000000000000000e+00
1.020204040808161671e-10 0.000000000000000000e+00
1.040208041608321696e-10 0.000000000000000000e+00
1.060212042408481721e-10 0.000000000000000000e+00
1.080216043208641746e-10 0.000000000000000000e+00
1.100220044008801772e-10 0.000000000000000000e+00
1.120224044808961926e-10 0.000000000000000000e+00
1.140228045609121951e-10 0.000000000000000000e+00
1.160232046409281976e-10 0.000000000000000000e+00
1.180236047209441872e-10 -0.000000000000000000e+00
1.200240048009602027e-10 -0.000000000000000000e+00
1.220244048809761922e-10 -0.000000000000000000e+00
1.240248049609922077e-10 -0.000000000000000000e+00
1.260252050410081973e-10 -0.000000000000000000e+00
1.280256051210242127e-10 -0.000000000000000000e+00
1.300260052010402282e-10 -0.000000000000000000e+00
1.320264052810562178e-10 -0.000000000000000000e+00
1.340268053610722332e-10 -0.000000000000000000e+00
1.360272054410882228e-10 -0.000000000000000000e+00
1.380276055211042382e-10 -0.000000000000000000e+00
1.400280056011202278e-10 -0.000000000000000000e+00
1.420284056811362433e-10 -0.000000000000000000e+00
1.440288057611522328e-10 -0.000000000000000000e+00
1.460292058411682483e-10 -0.000000000000000000e+00
1.480296059211842379e-10 -0.000000000000000000e+00
1.500300060012002533e-10 -0.000000000000000000e+00
1.520304060812162429e-10 -0.000000000000000000e+00
1.540308061612322584e-10 -0.000000000000000000e+00
1.560312062412482479e-10 -0.000000000000000000e+00
1.580316063212642634e-10 -0.000000000000000000e+00
1.600320064012802530e-10 -0.000000000000000000e+00
1.620324064812962684e-10 -0.000000000000000000e+00
1.640328065613122839e-10 -0.000000000000000000e+00
1.660332066413282734e-10 -0.000000000000000000e+00
1.680336067213442889e-10 -0.000000000000000000e+00
1.700340068013602785e-10 -0.000000000000000000e+00
1.720344068813762939e-10 -0.000000000000000000e+00
1.740348069613922835e-10 -0.000000000000000000e+00
1.760352070414082990e-10 -0.000000000000000000e+00
1.780356071214242885e-10 -0.000000000000000000e+00
1.800360072014403040e-10 -0.000000000000000000e+00
1.820364072814562936e-10 -0.000000000000000000e+00
1.840368073614723090e-10 -0.000000000000000000e+00
1.860372074414882986e-10 -0.000000000000000000e+00
1.880376075215043141e-10 -0.000000000000000000e+00
1.900380076015203036e-10 -0.000000000000000000e+00
1.920384076815363191e-10 -0.000000000000000000e+00
1.940388077615523345e-10 -0.000000000000000000e+00
1.960392078415683241e-10 -0.000000000000000000e+00
1.980396079215843396e-10 -0.000000000000000000e+00
2.000400080016003291e-10 -0.000000000000000000e+00
2.020404080816163446e-10 -0.000000000000000000e+00
2.040408081616323342e-10 -0.000000000000000000e+00
2.060412082416483496e-10 -0.000000000000000000e+00
2.080416083216643392e-10 -0.000000000000000000e+00
2.100420084016803547e-10 -0.000000000000000000e+00
2.120424084816963442e-10 -0.000000000000000000e+00
2.140428085617123597e-10 -0.000000000000000000e+00
2.160432086417283493e-10 -0.000000000000000000e+00
2.180436087217443647e-10 -0.000000000000000000e+00
2.200440088017603543e-10 -0.000000000000000000e+00
2.220444088817763697e-10 -0.000000000000000000e+00
2.240448089617923852e-10 -0.000000000000000000e+00
2.260452090418083748e-10 -0.000000000000000000e+00
2.280456091218243902e-10 -0.000000000000000000e+00
2.300460092018403798e-10 -0.000000000000000000e+00
2.320464092818563953e-10 -0.000000000000000000e+00
2.340468093618723848e-10 -0.000000000000000000e+00
2.360472094418883744e-10 -0.000000000000000000e+00
2.380476095219044157e-10 -0.000000000000000000e+00
2.400480096019204053e-10 -0.000000000000000000e+00
2.420484096819363949e-10 -0.000000000000000000e+00
2.440488097619523845e-10 -0.000000000000000000e+00
2.460492098419684258e-10 -0.000000000000000000e+00
2.480496099219844154e-10 -0.000000000000000000e+00
2.500500100020004050e-10 -0.000000000000000000e+00
2.520504100820163946e-10 -0.000000000000000000e+00
2.540508101620324359e-10 -0.000000000000000000e+00
2.560512102420484254e-10 -0.000000000000000000e+00
2.580516103220644150e-10 -0.000000000000000000e+00
2.600520104020804563e-10 -0.000000000000000000e+00
2.620524104820964459e-10 -0.000000000000000000e+00
2.640528105621124355e-10 -0.000000000000000000e+00
2.660532106421284251e-10 -0.000000000000000000e+00
2.680536107221444664e-10 -0.000000000000000000e+00
2.700540108021604560e-10 -0.000000000000000000e+00
2.720544108821764456e-10 -0.000000000000000000e+00
2.740548109621924352e-10 -0.000000000000000000e+00
2.760552110422084765e-10 -0.000000000000000000e+00
2.780556111222244660e-10 -0.000000000000000000e+00
2.800560112022404556e-10 -0.000000000000000000e+00
2.820564112822564452e-10 -0.000000000000000000e+00
2.840568113622724865e-10 -0.000000000000000000e+00
2.860572114422884761e-10 -0.000000000000000000e+00
2.880576115223044657e-10 -0.000000000000000000e+00
2.900580116023205070e-10 -0.000000000000000000e+00
2.920584116823364966e-10 -0.000000000000000000e+00
2.940588117623524862e-10 -0.000000000000000000e+00
2.960592118423684758e-10 -0.000000000000000000e+00
2.980596119223845171e-10 -0.000000000000000000e+00
3.000600120024005066e-10 -0.000000000000000000e+00
3.020604120824164962e-10 -0.000000000000000000e+00
3.040608121624324858e-10 -0.000000000000000000e+00
3.060612122424485271e-10 -0.000000000000000000e+00
